timestamp:   Mon Oct 25 10:29:23 2021
magnet_name:    DeltaSabia
gap[mm]:    13.6 
period_length[mm]:    52.5
magnet_length[mm]:    1197.63
posCSD[mm]:    26.25
posCSE[mm]:    13.125
posCID[mm]:    -13.125
posCIE[mm]:    0  
polarization:    LHCircularPolarizationZero
field_phase[deg]:    0
K_Horizontal:    0.0
K_Vertical:    0.0
K:        0.0

X[mm]    Y[mm]    Z[mm]    Bx[T]    By[T]    Bz[T] 
------------------------------------------------------------------------------------------------------------------------------------------------------------------
0.000000000000000000e+00 0.000000000000000000e+00 -8.000000000000000000e+02 5.086304639078676553e-07 5.086302168639148550e-07 1.832588283382301537e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.989993746091306548e+02 5.162037443905020467e-07 5.162034938390640564e-07 1.884380645546420213e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.979987492182614233e+02 5.239159022940357942e-07 5.239156485426764182e-07 1.937569856390574315e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.969981238273920781e+02 5.317699378087707084e-07 5.317696808293672880e-07 1.992196753010965410e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.959974984365228465e+02 5.397689243606307721e-07 5.397686641513783861e-07 2.048303474439606758e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.949968730456535013e+02 5.479160112079447169e-07 5.479157476452478117e-07 2.105933534317446263e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.939962476547842698e+02 5.562144264696454548e-07 5.562141595168159629e-07 2.165131857049891589e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.929956222639149246e+02 5.646674770119607865e-07 5.646672063886151322e-07 2.225944838357460145e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.919949968730456931e+02 5.732785527363910657e-07 5.732782786182796918e-07 2.288420380211940986e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.909943714821763479e+02 5.820511277521657462e-07 5.820508499123108218e-07 2.352607965295418964e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.899937460913071163e+02 5.909887631961959514e-07 5.909884821184824120e-07 2.418558698902681226e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.889931207004377711e+02 6.000951101828984775e-07 6.000948248852150200e-07 2.486325379491743359e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.879924953095684259e+02 6.093739093136060626e-07 6.093736205271713487e-07 2.555962550595703513e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.869918699186991944e+02 6.188289986609993737e-07 6.188287057706062801e-07 2.627526575857545672e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.859912445278298492e+02 6.284643103713302657e-07 6.284640137043434738e-07 2.701075693237512364e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.849906191369606177e+02 6.382838784663130853e-07 6.382835773001302702e-07 2.776670094197835733e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.839899937460912724e+02 6.482918371189358503e-07 6.482915321000904843e-07 2.854371984824846778e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.829893683552220409e+02 6.584924274270575793e-07 6.584921185010716796e-07 2.934245678713634257e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.819887429643526957e+02 6.688899982100078387e-07 6.688896850688874144e-07 3.016357654071033406e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.809881175734834642e+02 6.794890093597243678e-07 6.794886916340134466e-07 3.100776648778015028e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.799874921826141190e+02 6.902940348975327783e-07 6.902937127697368907e-07 3.187573743669668404e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.789868667917448875e+02 7.013097667661299943e-07 7.013094403639438041e-07 3.276822446082728029e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.779862414008755422e+02 7.125410176871818256e-07 7.125406867195748706e-07 3.368598779670407248e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.769856160100061970e+02 7.239927248547811229e-07 7.239923890197085479e-07 3.462981389822755143e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.759849906191369655e+02 7.356699529953816165e-07 7.356696123210783120e-07 3.560051630795684217e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.749843652282676203e+02 7.475778981663006516e-07 7.475775528656472789e-07 3.659893682885256210e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.739837398373983888e+02 7.597218915872080326e-07 7.597215416682149824e-07 3.762594645002775872e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.729831144465290436e+02 7.721074039803722907e-07 7.721070489029398037e-07 3.868244657302901708e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.719824890556598120e+02 7.847400484935815434e-07 7.847396884885362622e-07 3.976937021790193994e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.709818636647904668e+02 7.976255852107272405e-07 7.976252200664618060e-07 4.088768307857488772e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.699812382739212353e+02 8.107699258309275613e-07 8.107695553032578332e-07 4.203838499720452651e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.689806128830518901e+02 8.241791368239096905e-07 8.241787612900372278e-07 4.322251116928856561e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.679799874921826586e+02 8.378594454017510206e-07 8.378590644380002134e-07 4.444113350828852104e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.669793621013133134e+02 8.518172431063873563e-07 8.518168565504869149e-07 4.569536222768770002e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.659787367104440818e+02 8.660590905488926976e-07 8.660586983078793795e-07 4.698634717441367526e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.649781113195747366e+02 8.805917220025230189e-07 8.805913241525547211e-07 4.831527952904838706e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.639774859287053914e+02 8.954220519425692464e-07 8.954216482450493874e-07 4.968339337750658606e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.629768605378361599e+02 9.105571779456053467e-07 9.105567681856479145e-07 5.109196744316535555e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.619762351469668147e+02 9.260043874641307893e-07 9.260039717805718955e-07 5.254232687963814345e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.609756097560975832e+02 9.417711631777514839e-07 9.417707414729460174e-07 5.403584509751193553e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.599749843652282379e+02 9.578651883541905343e-07 9.578647604983882942e-07 5.557394577844726962e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.589743589743590064e+02 9.742943521102491554e-07 9.742939174704022808e-07 5.715810479280509338e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.579737335834896612e+02 9.910667556366015092e-07 9.910663150514492244e-07 5.878985250005086034e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.569731081926204297e+02 1.008190719822183798e-06 1.008190272322307271e-06 6.047077574385949136e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.559724828017510845e+02 1.025674788824912261e-06 1.025674334877255345e-06 6.220252037373144219e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.549718574108818530e+02 1.043527738932972356e-06 1.043527277926559173e-06 6.398679350276190430e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.539712320200125077e+02 1.061758583515300905e-06 1.061758115388094553e-06 6.582536612542662152e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.529706066291432762e+02 1.080376580564143661e-06 1.080376105412286189e-06 6.772007575581271040e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.519699812382739310e+02 1.099391240756879840e-06 1.099390758300171903e-06 6.967282910552823072e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.509693558474045858e+02 1.118812332485450715e-06 1.118811842455002762e-06 7.168560513405298996e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.499687304565353543e+02 1.138649890658375966e-06 1.138649393652509624e-06 7.376045789806911704e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.489681050656660091e+02 1.158914225852750492e-06 1.158913721080566959e-06 7.589951979754339318e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.479674796747967775e+02 1.179615928261703399e-06 1.179615415359694674e-06 7.810500484060338042e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.469668542839274323e+02 1.200765879526354749e-06 1.200765358557958940e-06 8.037921218499199970e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.459662288930582008e+02 1.222375258484292538e-06 1.222374729516989585e-06 8.272452960751956497e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.449656035021888556e+02 1.244455551977053691e-06 1.244455014889880724e-06 8.514343744921460273e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.439649781113196241e+02 1.267018561577797166e-06 1.267018015856285642e-06 8.763851241701185426e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.429643527204502789e+02 1.290076413727860315e-06 1.290075859561265559e-06 9.021243188023423515e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.419637273295809337e+02 1.313641568992644078e-06 1.313641005542260959e-06 9.286797817840216647e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.409631019387117021e+02 1.337726829862943760e-06 1.337726257631920013e-06 9.560804301804641747e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.399624765478423569e+02 1.362345353033913450e-06 1.362344771878695837e-06 9.843563248542520113e-07
0.000000000000000000e+00 0.000000000000000000e+00 -7.389618511569731254e+02 1.387510658126854585e-06 1.387510067585649425e-06 1.013538718272264093e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.379612257661037802e+02 1.413236637433793204e-06 1.413236037160050943e-06 1.043660108617727137e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.369606003752345487e+02 1.439537566542659754e-06 1.439536956668926648e-06 1.074754292477430191e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.359599749843652035e+02 1.466428116036367126e-06 1.466427496380268724e-06 1.106856424641076725e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.349593495934959719e+02 1.493923361708362578e-06 1.493922732025713045e-06 1.140003076444104276e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.339587242026266267e+02 1.522038794722797680e-06 1.522038154594668497e-06 1.174232300552542017e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.329580988117573952e+02 1.550790336057568098e-06 1.550789685379438362e-06 1.209583695639441337e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.319574734208880500e+02 1.580194344566410878e-06 1.580193683396763768e-06 1.246098477218236453e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.309568480300188185e+02 1.610267631710577490e-06 1.610266959323365587e-06 1.283819549855335534e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.299562226391494733e+02 1.641027472616976006e-06 1.641026789080559315e-06 1.322791584684340183e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.289555972482801280e+02 1.672491618976873737e-06 1.672490923981321845e-06 1.363061097718666308e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.279549718574108965e+02 1.704678310372610269e-06 1.704677603889026858e-06 1.404676536722360586e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.269543464665415513e+02 1.737606290389884231e-06 1.737605571969196361e-06 1.447688368166563812e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.259537210756723198e+02 1.771294815914366373e-06 1.771294085374953874e-06 1.492149170059319343e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.249530956848029746e+02 1.805763673143053251e-06 1.805762930368273546e-06 1.538113731687507508e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.239524702939337431e+02 1.841033190789817294e-06 1.841032435046966767e-06 1.585639153686551280e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.229518449030643978e+02 1.877124251968772101e-06 1.877123483347761815e-06 1.634784957411863378e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.219512195121951663e+02 1.914058311113327598e-06 1.914057529417477563e-06 1.685613198194325688e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.209505941213258211e+02 1.951857406050515109e-06 1.951856611008412464e-06 1.738188584246516896e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.199499687304564759e+02 1.990544173114932927e-06 1.990543364486655166e-06 1.792578601839835056e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.189493433395872444e+02 2.030141860486944488e-06 2.030141037715302326e-06 1.848853647835251867e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.179487179487180128e+02 2.070674344267628140e-06 2.070673507192404026e-06 1.907087167715466343e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.169480925578486676e+02 2.112166141147982768e-06 2.112165289488991330e-06 1.967355801218877625e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.159474671669793224e+02 2.154642424597380820e-06 2.154641558332697882e-06 2.029739536610222520e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.149468417761100909e+02 2.198129038690725995e-06 2.198128156889783797e-06 2.094321871965775783e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.139462163852407457e+02 2.242652512122184332e-06 2.242651614843499297e-06 2.161189984629938231e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.129455909943715142e+02 2.288240073118230508e-06 2.288239159808810401e-06 2.230434911186912188e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.119449656035021690e+02 2.334919663806425918e-06 2.334918734460186925e-06 2.302151735550222119e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.109443402126329374e+02 2.382719954098643587e-06 2.382719008220921855e-06 2.376439787916169720e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.099437148217635922e+02 2.431670354480373748e-06 2.431669391647321190e-06 2.453402853761265103e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.089430894308943607e+02 2.481801030541643086e-06 2.481800050358549971e-06 2.533149394492878063e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.079424640400250155e+02 2.533142915816950860e-06 2.533141918083939436e-06 2.615792780818771771e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.069418386491556703e+02 2.585727723629666034e-06 2.585726707636148504e-06 2.701451536046617146e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.059412132582864388e+02 2.639587957115198957e-06 2.639586922891057371e-06 2.790249597075953664e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.049405878674170935e+02 2.694756925225381425e-06 2.694755872358810811e-06 2.882316585156927932e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.039399624765478620e+02 2.751268747340960884e-06 2.751267674654578669e-06 2.977788094067160296e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.029393370856785168e+02 2.809158365133662422e-06 2.809157272967812798e-06 3.076805993730991079e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.019387116948092853e+02 2.868461550098598667e-06 2.868460437617398181e-06 3.179518751111007639e-06
0.000000000000000000e+00 0.000000000000000000e+00 -7.009380863039399401e+02 2.929214909576557568e-06 2.929213776979468926e-06 3.286081767549859278e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.999374609130707086e+02 2.991455893707851940e-06 2.991454740238382817e-06 3.396657736567883944e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.989368355222013633e+02 3.055222795696268056e-06 3.055221620803543375e-06 3.511417020649343368e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.979362101313321318e+02 3.120554755334299040e-06 3.120553558308869840e-06 3.630538049528627830e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.969355847404627866e+02 3.187491758277170715e-06 3.187490539062986706e-06 3.754207742064692049e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.959349593495935551e+02 3.256074631479384255e-06 3.256073389183947575e-06 3.882621949806456467e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.949343339587242099e+02 3.326345037362542410e-06 3.326343771980158456e-06 4.015985929069412080e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.939337085678548647e+02 3.398345466921957357e-06 3.398344177815265175e-06 4.154514836154236040e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.929330831769856331e+02 3.472119224233929783e-06 3.472117910665001471e-06 4.298434255069314043e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.919324577861162879e+02 3.547710410996559039e-06 3.547709072535180633e-06 4.447980752956732261e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.909318323952470564e+02 3.625163906347762689e-06 3.625162542562852865e-06 4.603402468440949153e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.899312070043777112e+02 3.704525341163824834e-06 3.704523951099243059e-06 4.764959736497824730e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.889305816135084797e+02 3.785841066921284623e-06 3.785839650369897884e-06 4.932925744510366177e-06
0.000000000000000000e+00 0.000000000000000000e+00 -6.879299562226391345e+02 3.869158118270220511e-06 3.869156674837731160e-06 5.107587233871572954e-06
